customer_id,customer_label,customer_type,segment,residence_country,onboarding_channel,onboarding_date,pep_flag,synthetic_watchlist_match,occupation_risk,expected_monthly_turnover_try,expected_tx_count_30d,kyc_review_due_date,beneficial_owner_complete,source_of_funds_verified,data_class
C000923,Synthetic Customer 000923,INDIVIDUAL,MASS,TR,DIGITAL,2026-06-14,False,False,LOW,345694.240000,25,2026-09-11,True,True,CONTROLLED_SYNTHETIC
C000924,Synthetic Customer 000924,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2019-08-05,False,False,LOW,230965.740000,28,2026-03-02,True,True,CONTROLLED_SYNTHETIC
C000925,Synthetic Customer 000925,INDIVIDUAL,MASS,TR,DIGITAL,2026-02-27,False,False,LOW,10261.900000,30,2025-07-04,True,True,CONTROLLED_SYNTHETIC
C000926,Synthetic Customer 000926,INDIVIDUAL,PRIVATE,TR,DIGITAL,2020-12-09,False,False,MEDIUM,316460.630000,21,2025-10-02,True,True,CONTROLLED_SYNTHETIC
C000927,Synthetic Customer 000927,INDIVIDUAL,MASS,TR,DIGITAL,2020-02-20,False,False,LOW,92383.300000,27,2026-02-03,True,True,CONTROLLED_SYNTHETIC
C000928,Synthetic Customer 000928,INDIVIDUAL,MASS,TR,DIGITAL,2021-12-21,False,False,MEDIUM,34280.320000,22,2027-10-11,True,True,CONTROLLED_SYNTHETIC
C000929,Synthetic Customer 000929,INDIVIDUAL,MASS,TR,DIGITAL,2017-06-23,False,False,MEDIUM,37198.490000,22,2027-05-10,True,True,CONTROLLED_SYNTHETIC
C000930,Synthetic Customer 000930,INDIVIDUAL,MASS,TR,DIGITAL,2025-04-01,False,False,MEDIUM,45443.530000,32,2027-01-24,True,True,CONTROLLED_SYNTHETIC
C000931,Synthetic Customer 000931,CORPORATE,COMMERCIAL,TR,DIGITAL,2019-09-03,False,False,MEDIUM,53919.370000,30,2026-10-07,True,False,CONTROLLED_SYNTHETIC
C000932,Synthetic Customer 000932,INDIVIDUAL,MASS,TR,DIGITAL,2021-07-09,False,False,LOW,60308.100000,26,2026-11-19,True,True,CONTROLLED_SYNTHETIC
C000933,Synthetic Customer 000933,CORPORATE,SME,TR,BRANCH,2017-06-22,False,False,MEDIUM,14308.970000,25,2026-11-22,True,False,CONTROLLED_SYNTHETIC
C000934,Synthetic Customer 000934,INDIVIDUAL,MASS,TR,DIGITAL,2018-09-27,False,False,LOW,100689.850000,33,2027-06-06,True,True,CONTROLLED_SYNTHETIC
C000935,Synthetic Customer 000935,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2020-06-19,False,False,MEDIUM,37115.800000,29,2026-01-20,True,True,CONTROLLED_SYNTHETIC
C000936,Synthetic Customer 000936,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2021-03-24,False,False,LOW,211028.980000,47,2026-08-02,True,True,CONTROLLED_SYNTHETIC
C000937,Synthetic Customer 000937,CORPORATE,COMMERCIAL,TR,DIGITAL,2023-08-05,False,False,LOW,61312.030000,40,2025-09-12,True,True,CONTROLLED_SYNTHETIC
C000938,Synthetic Customer 000938,INDIVIDUAL,AFFLUENT,TR,RELATIONSHIP_MANAGER,2019-05-15,False,False,MEDIUM,152843.380000,38,2026-06-11,True,True,CONTROLLED_SYNTHETIC
C000939,Synthetic Customer 000939,CORPORATE,SME,TR,DIGITAL,2024-10-22,False,False,LOW,437337.740000,25,2026-08-18,False,True,CONTROLLED_SYNTHETIC
C000940,Synthetic Customer 000940,CORPORATE,SME,TR,BRANCH,2021-04-20,False,False,MEDIUM,74081.830000,27,2025-11-23,True,True,CONTROLLED_SYNTHETIC
C000941,Synthetic Customer 000941,INDIVIDUAL,MASS,TR,BRANCH,2022-04-02,False,False,MEDIUM,49790.120000,25,2027-06-15,True,True,CONTROLLED_SYNTHETIC
C000942,Synthetic Customer 000942,INDIVIDUAL,MASS,TR,DIGITAL,2025-11-20,False,True,LOW,127326.950000,33,2025-08-18,True,True,CONTROLLED_SYNTHETIC
C000943,Synthetic Customer 000943,INDIVIDUAL,AFFLUENT,AE,DIGITAL,2022-08-08,False,False,LOW,36482.950000,22,2026-02-12,True,True,CONTROLLED_SYNTHETIC
C000944,Synthetic Customer 000944,INDIVIDUAL,AFFLUENT,RS,DIGITAL,2022-05-14,False,False,MEDIUM,29320.930000,21,2027-08-26,True,True,CONTROLLED_SYNTHETIC
C000945,Synthetic Customer 000945,CORPORATE,COMMERCIAL,TR,DIGITAL,2023-02-07,False,False,LOW,44701.580000,32,2025-09-17,True,True,CONTROLLED_SYNTHETIC
C000946,Synthetic Customer 000946,INDIVIDUAL,MASS,TR,DIGITAL,2024-08-08,False,False,LOW,34338.410000,28,2025-07-19,True,True,CONTROLLED_SYNTHETIC
C000947,Synthetic Customer 000947,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2022-09-09,False,False,LOW,37662.380000,23,2026-03-16,True,True,CONTROLLED_SYNTHETIC
C000948,Synthetic Customer 000948,CORPORATE,COMMERCIAL,TR,DIGITAL,2021-06-11,False,False,LOW,31467.410000,26,2026-05-06,True,True,CONTROLLED_SYNTHETIC
C000949,Synthetic Customer 000949,INDIVIDUAL,MASS,GE,RELATIONSHIP_MANAGER,2017-03-05,False,False,LOW,102855.090000,20,2025-08-09,True,True,CONTROLLED_SYNTHETIC
C000950,Synthetic Customer 000950,INDIVIDUAL,PRIVATE,TR,BRANCH,2017-01-26,False,False,LOW,44884.930000,29,2025-09-22,True,True,CONTROLLED_SYNTHETIC
C000951,Synthetic Customer 000951,CORPORATE,SME,TR,BRANCH,2017-08-28,False,False,MEDIUM,20507.090000,23,2027-08-29,True,True,CONTROLLED_SYNTHETIC
C000952,Synthetic Customer 000952,INDIVIDUAL,MASS,TR,DIGITAL,2023-08-20,False,False,HIGH,84463.700000,26,2026-08-06,True,True,CONTROLLED_SYNTHETIC
C000953,Synthetic Customer 000953,INDIVIDUAL,MASS,DE,DIGITAL,2025-12-02,False,False,LOW,703695.490000,30,2026-01-22,True,True,CONTROLLED_SYNTHETIC
C000954,Synthetic Customer 000954,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2018-02-11,False,False,MEDIUM,90945.040000,25,2025-08-09,True,True,CONTROLLED_SYNTHETIC
C000955,Synthetic Customer 000955,INDIVIDUAL,MASS,AE,BRANCH,2018-07-26,False,False,LOW,22837.840000,30,2025-08-20,True,True,CONTROLLED_SYNTHETIC
C000956,Synthetic Customer 000956,INDIVIDUAL,MASS,XH,DIGITAL,2018-11-09,False,False,LOW,73871.750000,30,2026-03-19,True,True,CONTROLLED_SYNTHETIC
C000957,Synthetic Customer 000957,INDIVIDUAL,MASS,TR,DIGITAL,2025-08-31,False,False,LOW,113264.480000,25,2026-04-13,True,True,CONTROLLED_SYNTHETIC
C000958,Synthetic Customer 000958,CORPORATE,SME,AE,BRANCH,2025-07-12,False,False,LOW,53974.870000,28,2027-06-23,True,True,CONTROLLED_SYNTHETIC
C000959,Synthetic Customer 000959,INDIVIDUAL,MASS,US,DIGITAL,2024-06-19,False,False,LOW,88572.950000,22,2026-05-20,True,True,CONTROLLED_SYNTHETIC
C000960,Synthetic Customer 000960,INDIVIDUAL,MASS,RS,BRANCH,2017-12-13,False,False,LOW,144190.470000,15,2026-01-28,True,True,CONTROLLED_SYNTHETIC
C000961,Synthetic Customer 000961,INDIVIDUAL,AFFLUENT,DE,RELATIONSHIP_MANAGER,2016-11-09,False,False,LOW,14354.010000,35,2026-01-14,True,True,CONTROLLED_SYNTHETIC
C000962,Synthetic Customer 000962,INDIVIDUAL,MASS,TR,DIGITAL,2018-08-30,False,False,LOW,46564.870000,25,2027-05-06,True,True,CONTROLLED_SYNTHETIC
C000963,Synthetic Customer 000963,INDIVIDUAL,MASS,TR,DIGITAL,2023-04-28,False,False,LOW,20625.220000,29,2027-02-17,True,True,CONTROLLED_SYNTHETIC
C000964,Synthetic Customer 000964,INDIVIDUAL,MASS,TR,DIGITAL,2025-02-15,False,False,LOW,283858.240000,25,2026-12-08,True,False,CONTROLLED_SYNTHETIC
C000965,Synthetic Customer 000965,INDIVIDUAL,MASS,DE,DIGITAL,2020-03-24,False,False,LOW,47215.700000,28,2026-11-04,True,True,CONTROLLED_SYNTHETIC
C000966,Synthetic Customer 000966,INDIVIDUAL,MASS,TR,DIGITAL,2018-09-16,False,False,LOW,72907.550000,24,2025-08-03,True,True,CONTROLLED_SYNTHETIC
C000967,Synthetic Customer 000967,INDIVIDUAL,MASS,TR,DIGITAL,2019-06-03,False,False,MEDIUM,59703.310000,23,2027-05-23,True,True,CONTROLLED_SYNTHETIC
C000968,Synthetic Customer 000968,INDIVIDUAL,MASS,TR,BRANCH,2021-09-22,False,False,LOW,8000.000000,29,2027-04-06,True,True,CONTROLLED_SYNTHETIC
C000969,Synthetic Customer 000969,INDIVIDUAL,MASS,TR,DIGITAL,2019-12-23,False,False,MEDIUM,35032.170000,20,2026-09-08,True,True,CONTROLLED_SYNTHETIC
C000970,Synthetic Customer 000970,CORPORATE,CORPORATE,TR,DIGITAL,2019-07-17,False,False,LOW,57927.390000,26,2026-06-25,True,True,CONTROLLED_SYNTHETIC
C000971,Synthetic Customer 000971,INDIVIDUAL,MASS,TR,DIGITAL,2021-08-08,False,False,MEDIUM,48250.270000,30,2025-11-30,True,True,CONTROLLED_SYNTHETIC
C000972,Synthetic Customer 000972,INDIVIDUAL,MASS,TR,BRANCH,2021-05-06,False,False,LOW,20621.940000,27,2027-04-18,True,True,CONTROLLED_SYNTHETIC
C000973,Synthetic Customer 000973,INDIVIDUAL,MASS,TR,DIGITAL,2024-08-11,False,False,MEDIUM,16582.330000,29,2027-08-14,True,True,CONTROLLED_SYNTHETIC
C000974,Synthetic Customer 000974,INDIVIDUAL,MASS,DE,RELATIONSHIP_MANAGER,2017-05-06,False,False,LOW,67417.980000,37,2026-08-06,True,True,CONTROLLED_SYNTHETIC
C000975,Synthetic Customer 000975,INDIVIDUAL,MASS,RS,BRANCH,2023-07-27,False,False,LOW,21434.050000,29,2027-05-13,True,True,CONTROLLED_SYNTHETIC
C000976,Synthetic Customer 000976,INDIVIDUAL,MASS,GB,BRANCH,2024-06-13,False,False,LOW,81481.930000,28,2027-07-15,True,False,CONTROLLED_SYNTHETIC
C000977,Synthetic Customer 000977,INDIVIDUAL,AFFLUENT,DE,DIGITAL,2021-08-21,False,False,LOW,168715.970000,28,2026-04-26,True,True,CONTROLLED_SYNTHETIC
C000978,Synthetic Customer 000978,INDIVIDUAL,MASS,TR,DIGITAL,2019-03-31,False,False,LOW,67206.480000,25,2027-03-31,True,True,CONTROLLED_SYNTHETIC
C000979,Synthetic Customer 000979,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2020-12-24,False,False,LOW,47119.280000,27,2026-07-28,True,True,CONTROLLED_SYNTHETIC
C000980,Synthetic Customer 000980,INDIVIDUAL,MASS,TR,DIGITAL,2023-05-31,False,False,LOW,36068.610000,22,2025-12-09,True,False,CONTROLLED_SYNTHETIC
C000981,Synthetic Customer 000981,CORPORATE,SME,TR,BRANCH,2019-07-17,False,False,LOW,34420.220000,24,2026-09-25,True,True,CONTROLLED_SYNTHETIC
C000982,Synthetic Customer 000982,INDIVIDUAL,MASS,TR,DIGITAL,2023-10-30,False,False,MEDIUM,71647.620000,19,2027-06-12,True,True,CONTROLLED_SYNTHETIC
C000983,Synthetic Customer 000983,INDIVIDUAL,AFFLUENT,TR,RELATIONSHIP_MANAGER,2017-05-16,False,False,LOW,53547.140000,25,2027-04-06,True,True,CONTROLLED_SYNTHETIC
C000984,Synthetic Customer 000984,INDIVIDUAL,MASS,TR,DIGITAL,2021-10-24,False,False,MEDIUM,59437.530000,20,2026-09-22,True,True,CONTROLLED_SYNTHETIC
C000985,Synthetic Customer 000985,INDIVIDUAL,MASS,TR,DIGITAL,2023-09-12,False,False,MEDIUM,109109.640000,30,2026-11-14,True,True,CONTROLLED_SYNTHETIC
C000986,Synthetic Customer 000986,INDIVIDUAL,MASS,TR,DIGITAL,2018-09-09,False,False,MEDIUM,989299.300000,27,2026-04-10,True,True,CONTROLLED_SYNTHETIC
C000987,Synthetic Customer 000987,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2016-12-21,False,False,MEDIUM,65598.390000,20,2025-07-15,True,False,CONTROLLED_SYNTHETIC
C000988,Synthetic Customer 000988,CORPORATE,SME,TR,DIGITAL,2019-04-30,False,False,LOW,176668.350000,36,2027-01-13,True,True,CONTROLLED_SYNTHETIC
C000989,Synthetic Customer 000989,INDIVIDUAL,MASS,TR,BRANCH,2025-11-20,False,False,LOW,32805.050000,34,2025-07-03,True,True,CONTROLLED_SYNTHETIC
C000990,Synthetic Customer 000990,INDIVIDUAL,MASS,TR,DIGITAL,2023-12-01,False,False,MEDIUM,105876.150000,30,2026-06-12,True,True,CONTROLLED_SYNTHETIC
C000991,Synthetic Customer 000991,INDIVIDUAL,MASS,TR,BRANCH,2017-08-26,False,False,LOW,254052.390000,30,2026-03-01,True,True,CONTROLLED_SYNTHETIC
C000992,Synthetic Customer 000992,CORPORATE,SME,TR,BRANCH,2026-04-20,False,False,LOW,32879.110000,32,2027-01-09,True,True,CONTROLLED_SYNTHETIC
C000993,Synthetic Customer 000993,CORPORATE,SME,AE,DIGITAL,2023-09-30,False,False,MEDIUM,46715.210000,28,2026-12-06,True,True,CONTROLLED_SYNTHETIC
C000994,Synthetic Customer 000994,INDIVIDUAL,AFFLUENT,DE,DIGITAL,2024-04-11,False,False,LOW,991237.530000,27,2027-01-01,True,True,CONTROLLED_SYNTHETIC
C000995,Synthetic Customer 000995,CORPORATE,COMMERCIAL,AE,DIGITAL,2020-02-20,False,False,LOW,24208.010000,27,2026-11-30,True,True,CONTROLLED_SYNTHETIC
C000996,Synthetic Customer 000996,INDIVIDUAL,AFFLUENT,TR,BRANCH,2025-04-24,False,False,LOW,51634.400000,19,2026-02-01,True,True,CONTROLLED_SYNTHETIC
C000997,Synthetic Customer 000997,INDIVIDUAL,MASS,TR,BRANCH,2023-07-09,False,False,LOW,65526.450000,30,2026-06-11,True,True,CONTROLLED_SYNTHETIC
C000998,Synthetic Customer 000998,INDIVIDUAL,MASS,GE,DIGITAL,2021-10-17,False,False,LOW,109002.080000,30,2026-09-10,True,True,CONTROLLED_SYNTHETIC
C000999,Synthetic Customer 000999,CORPORATE,CORPORATE,TR,DIGITAL,2018-05-27,False,False,LOW,99681.180000,26,2025-09-21,True,True,CONTROLLED_SYNTHETIC
C001000,Synthetic Customer 001000,INDIVIDUAL,MASS,TR,DIGITAL,2022-04-23,False,False,LOW,22355.840000,21,2026-05-10,True,True,CONTROLLED_SYNTHETIC
C001001,Synthetic Customer 001001,CORPORATE,CORPORATE,TR,DIGITAL,2020-02-28,False,False,LOW,124643.880000,30,2026-09-25,True,True,CONTROLLED_SYNTHETIC
C001002,Synthetic Customer 001002,INDIVIDUAL,AFFLUENT,TR,BRANCH,2019-09-22,False,False,LOW,141678.130000,16,2026-02-05,True,True,CONTROLLED_SYNTHETIC
C001003,Synthetic Customer 001003,INDIVIDUAL,MASS,TR,BRANCH,2022-09-03,False,False,HIGH,146790.780000,27,2027-06-10,True,True,CONTROLLED_SYNTHETIC
C001004,Synthetic Customer 001004,INDIVIDUAL,MASS,TR,DIGITAL,2025-05-31,False,False,LOW,28808.320000,30,2025-07-31,True,True,CONTROLLED_SYNTHETIC
C001005,Synthetic Customer 001005,CORPORATE,SME,TR,DIGITAL,2026-01-29,False,False,MEDIUM,39162.360000,24,2027-07-11,True,True,CONTROLLED_SYNTHETIC
C001006,Synthetic Customer 001006,INDIVIDUAL,MASS,TR,DIGITAL,2020-04-12,False,False,LOW,128099.320000,38,2026-08-28,True,True,CONTROLLED_SYNTHETIC
C001007,Synthetic Customer 001007,INDIVIDUAL,MASS,US,DIGITAL,2020-01-22,False,False,LOW,61957.250000,26,2026-02-02,True,True,CONTROLLED_SYNTHETIC
C001008,Synthetic Customer 001008,CORPORATE,SME,TR,DIGITAL,2018-10-20,False,False,LOW,81369.480000,24,2026-01-19,True,True,CONTROLLED_SYNTHETIC
C001009,Synthetic Customer 001009,INDIVIDUAL,MASS,AE,RELATIONSHIP_MANAGER,2021-05-24,False,False,HIGH,36845.310000,22,2025-12-21,True,False,CONTROLLED_SYNTHETIC
C001010,Synthetic Customer 001010,CORPORATE,COMMERCIAL,AE,DIGITAL,2016-10-09,False,False,HIGH,45503.610000,22,2027-03-14,True,False,CONTROLLED_SYNTHETIC
C001011,Synthetic Customer 001011,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2025-01-22,False,False,LOW,107046.890000,27,2027-09-27,True,True,CONTROLLED_SYNTHETIC
C001012,Synthetic Customer 001012,INDIVIDUAL,MASS,TR,DIGITAL,2025-03-28,False,False,MEDIUM,298994.020000,26,2025-11-11,True,True,CONTROLLED_SYNTHETIC
C001013,Synthetic Customer 001013,INDIVIDUAL,MASS,TR,DIGITAL,2024-02-13,False,False,LOW,232179.860000,28,2025-11-22,True,True,CONTROLLED_SYNTHETIC
C001014,Synthetic Customer 001014,CORPORATE,SME,TR,DIGITAL,2017-05-11,False,False,LOW,223118.330000,26,2026-12-21,True,True,CONTROLLED_SYNTHETIC
C001015,Synthetic Customer 001015,CORPORATE,COMMERCIAL,TR,DIGITAL,2020-10-29,False,False,MEDIUM,313511.360000,26,2026-03-09,True,True,CONTROLLED_SYNTHETIC
C001016,Synthetic Customer 001016,INDIVIDUAL,MASS,GB,BRANCH,2025-08-11,False,False,LOW,31091.200000,39,2027-04-11,True,True,CONTROLLED_SYNTHETIC
C001017,Synthetic Customer 001017,CORPORATE,COMMERCIAL,TR,DIGITAL,2018-02-23,False,False,LOW,73319.470000,24,2026-05-07,True,True,CONTROLLED_SYNTHETIC
C001018,Synthetic Customer 001018,CORPORATE,SME,TR,BRANCH,2018-06-28,False,False,MEDIUM,8000.000000,21,2027-01-05,True,True,CONTROLLED_SYNTHETIC
C001019,Synthetic Customer 001019,INDIVIDUAL,PRIVATE,TR,DIGITAL,2026-04-04,False,False,LOW,57774.700000,33,2026-12-01,True,True,CONTROLLED_SYNTHETIC
C001020,Synthetic Customer 001020,INDIVIDUAL,MASS,TR,DIGITAL,2018-01-23,False,False,LOW,64360.420000,29,2027-08-11,True,True,CONTROLLED_SYNTHETIC
C001021,Synthetic Customer 001021,INDIVIDUAL,PRIVATE,TR,DIGITAL,2021-12-29,False,False,LOW,74594.840000,25,2025-09-30,True,True,CONTROLLED_SYNTHETIC
C001022,Synthetic Customer 001022,INDIVIDUAL,MASS,TR,BRANCH,2023-02-14,False,False,LOW,247000.320000,37,2025-09-16,True,True,CONTROLLED_SYNTHETIC
C001023,Synthetic Customer 001023,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2018-06-20,False,False,MEDIUM,691807.000000,33,2027-06-27,True,True,CONTROLLED_SYNTHETIC
C001024,Synthetic Customer 001024,INDIVIDUAL,MASS,TR,DIGITAL,2017-12-30,False,False,LOW,16241.640000,28,2027-06-02,True,True,CONTROLLED_SYNTHETIC
C001025,Synthetic Customer 001025,INDIVIDUAL,MASS,TR,BRANCH,2024-08-26,False,False,LOW,24565.570000,18,2026-02-21,True,True,CONTROLLED_SYNTHETIC
C001026,Synthetic Customer 001026,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2021-01-31,False,False,MEDIUM,112676.420000,26,2026-03-30,True,True,CONTROLLED_SYNTHETIC
C001027,Synthetic Customer 001027,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2024-05-26,False,False,MEDIUM,288832.890000,21,2026-01-25,True,True,CONTROLLED_SYNTHETIC
C001028,Synthetic Customer 001028,INDIVIDUAL,AFFLUENT,TR,BRANCH,2020-06-19,False,False,LOW,231100.210000,18,2027-08-24,True,True,CONTROLLED_SYNTHETIC
C001029,Synthetic Customer 001029,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2023-08-27,False,False,LOW,489186.530000,29,2025-07-06,True,True,CONTROLLED_SYNTHETIC
C001030,Synthetic Customer 001030,CORPORATE,SME,TR,DIGITAL,2017-06-11,False,False,LOW,67362.270000,22,2025-07-29,True,False,CONTROLLED_SYNTHETIC
C001031,Synthetic Customer 001031,CORPORATE,SME,TR,BRANCH,2022-02-21,False,False,LOW,125253.990000,34,2025-07-12,True,True,CONTROLLED_SYNTHETIC
C001032,Synthetic Customer 001032,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2017-08-13,False,False,LOW,21255.100000,27,2026-06-22,True,True,CONTROLLED_SYNTHETIC
C001033,Synthetic Customer 001033,INDIVIDUAL,MASS,TR,DIGITAL,2017-01-01,False,False,LOW,84755.780000,30,2025-09-21,True,True,CONTROLLED_SYNTHETIC
C001034,Synthetic Customer 001034,INDIVIDUAL,PRIVATE,TR,DIGITAL,2022-12-08,False,False,MEDIUM,21916.170000,28,2027-09-24,True,True,CONTROLLED_SYNTHETIC
C001035,Synthetic Customer 001035,CORPORATE,SME,TR,DIGITAL,2021-09-08,False,False,MEDIUM,13680.710000,22,2027-03-22,True,True,CONTROLLED_SYNTHETIC
C001036,Synthetic Customer 001036,CORPORATE,SME,TR,BRANCH,2020-07-22,False,False,HIGH,379972.140000,36,2025-10-09,False,True,CONTROLLED_SYNTHETIC
C001037,Synthetic Customer 001037,INDIVIDUAL,PRIVATE,TR,BRANCH,2022-09-04,False,False,LOW,19459.230000,22,2027-07-03,True,True,CONTROLLED_SYNTHETIC
C001038,Synthetic Customer 001038,INDIVIDUAL,MASS,TR,DIGITAL,2023-03-02,False,False,MEDIUM,182750.610000,31,2026-04-28,True,True,CONTROLLED_SYNTHETIC
C001039,Synthetic Customer 001039,INDIVIDUAL,MASS,TR,DIGITAL,2019-12-12,False,False,LOW,59390.810000,24,2026-05-04,True,True,CONTROLLED_SYNTHETIC
C001040,Synthetic Customer 001040,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2019-09-24,False,False,MEDIUM,80278.840000,22,2026-07-25,True,True,CONTROLLED_SYNTHETIC
C001041,Synthetic Customer 001041,INDIVIDUAL,MASS,TR,DIGITAL,2024-03-08,False,False,LOW,179491.770000,21,2027-04-24,True,True,CONTROLLED_SYNTHETIC
C001042,Synthetic Customer 001042,INDIVIDUAL,MASS,TR,BRANCH,2026-04-08,False,False,MEDIUM,47097.100000,27,2027-06-03,True,True,CONTROLLED_SYNTHETIC
C001043,Synthetic Customer 001043,INDIVIDUAL,AFFLUENT,RS,RELATIONSHIP_MANAGER,2020-03-17,False,False,MEDIUM,121223.050000,32,2025-12-28,True,True,CONTROLLED_SYNTHETIC
C001044,Synthetic Customer 001044,INDIVIDUAL,MASS,DE,BRANCH,2017-03-28,False,False,LOW,658207.500000,34,2026-10-05,True,True,CONTROLLED_SYNTHETIC
C001045,Synthetic Customer 001045,INDIVIDUAL,AFFLUENT,TR,BRANCH,2026-04-21,False,False,LOW,140444.860000,31,2025-08-28,True,True,CONTROLLED_SYNTHETIC
C001046,Synthetic Customer 001046,INDIVIDUAL,PRIVATE,US,DIGITAL,2017-03-30,False,False,HIGH,175124.370000,28,2026-02-22,True,True,CONTROLLED_SYNTHETIC
C001047,Synthetic Customer 001047,INDIVIDUAL,MASS,TR,DIGITAL,2018-02-19,False,False,MEDIUM,8000.000000,28,2026-03-15,True,True,CONTROLLED_SYNTHETIC
C001048,Synthetic Customer 001048,INDIVIDUAL,MASS,TR,BRANCH,2018-07-25,False,False,MEDIUM,43167.520000,23,2025-10-11,True,True,CONTROLLED_SYNTHETIC
C001049,Synthetic Customer 001049,INDIVIDUAL,AFFLUENT,TR,BRANCH,2024-11-08,False,False,MEDIUM,226833.290000,22,2025-12-04,True,True,CONTROLLED_SYNTHETIC
C001050,Synthetic Customer 001050,CORPORATE,COMMERCIAL,TR,DIGITAL,2021-10-04,False,False,MEDIUM,68049.790000,37,2026-05-22,False,True,CONTROLLED_SYNTHETIC
C001051,Synthetic Customer 001051,CORPORATE,CORPORATE,TR,DIGITAL,2020-12-16,False,False,MEDIUM,59510.210000,23,2026-08-21,True,True,CONTROLLED_SYNTHETIC
C001052,Synthetic Customer 001052,INDIVIDUAL,MASS,TR,BRANCH,2025-07-03,False,False,LOW,245489.500000,26,2026-01-04,True,True,CONTROLLED_SYNTHETIC
C001053,Synthetic Customer 001053,INDIVIDUAL,MASS,TR,BRANCH,2016-12-18,False,False,MEDIUM,698868.080000,29,2025-09-06,True,True,CONTROLLED_SYNTHETIC
C001054,Synthetic Customer 001054,INDIVIDUAL,MASS,TR,BRANCH,2017-07-04,False,False,LOW,29982.390000,33,2026-12-31,True,False,CONTROLLED_SYNTHETIC
C001055,Synthetic Customer 001055,CORPORATE,SME,TR,BRANCH,2025-01-26,False,False,LOW,60964.800000,25,2026-11-22,True,False,CONTROLLED_SYNTHETIC
C001056,Synthetic Customer 001056,CORPORATE,COMMERCIAL,DE,BRANCH,2023-04-18,False,False,MEDIUM,66452.490000,24,2026-03-14,True,True,CONTROLLED_SYNTHETIC
C001057,Synthetic Customer 001057,CORPORATE,COMMERCIAL,TR,BRANCH,2017-07-26,False,False,LOW,407895.980000,31,2027-03-27,True,True,CONTROLLED_SYNTHETIC
C001058,Synthetic Customer 001058,CORPORATE,SME,TR,DIGITAL,2021-05-29,False,False,LOW,215267.980000,29,2025-12-27,True,True,CONTROLLED_SYNTHETIC
C001059,Synthetic Customer 001059,INDIVIDUAL,MASS,TR,DIGITAL,2022-01-11,False,False,MEDIUM,232005.350000,25,2026-06-06,True,True,CONTROLLED_SYNTHETIC
C001060,Synthetic Customer 001060,INDIVIDUAL,MASS,TR,BRANCH,2022-09-22,False,False,LOW,170700.200000,26,2026-02-21,True,False,CONTROLLED_SYNTHETIC
C001061,Synthetic Customer 001061,INDIVIDUAL,MASS,RS,BRANCH,2022-05-18,False,False,LOW,11158.270000,30,2027-10-07,True,False,CONTROLLED_SYNTHETIC
C001062,Synthetic Customer 001062,INDIVIDUAL,AFFLUENT,TR,BRANCH,2019-07-09,False,False,LOW,33547.650000,23,2025-11-08,True,True,CONTROLLED_SYNTHETIC
C001063,Synthetic Customer 001063,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2024-04-29,False,False,HIGH,28430.890000,28,2025-10-27,True,True,CONTROLLED_SYNTHETIC
C001064,Synthetic Customer 001064,INDIVIDUAL,MASS,TR,DIGITAL,2019-09-01,False,False,LOW,28834.260000,20,2025-10-19,True,True,CONTROLLED_SYNTHETIC
C001065,Synthetic Customer 001065,CORPORATE,COMMERCIAL,TR,BRANCH,2025-07-19,False,False,LOW,126520.830000,29,2027-02-18,True,False,CONTROLLED_SYNTHETIC
C001066,Synthetic Customer 001066,INDIVIDUAL,MASS,DE,BRANCH,2023-05-14,False,False,LOW,301068.640000,26,2026-10-12,True,True,CONTROLLED_SYNTHETIC
C001067,Synthetic Customer 001067,CORPORATE,CORPORATE,TR,DIGITAL,2020-04-11,False,False,LOW,251475.740000,22,2027-05-13,True,True,CONTROLLED_SYNTHETIC
C001068,Synthetic Customer 001068,INDIVIDUAL,MASS,DE,DIGITAL,2017-05-07,False,False,LOW,608278.070000,32,2026-06-12,True,True,CONTROLLED_SYNTHETIC
C001069,Synthetic Customer 001069,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2017-12-27,False,False,HIGH,8288.940000,22,2026-03-12,True,False,CONTROLLED_SYNTHETIC
C001070,Synthetic Customer 001070,INDIVIDUAL,MASS,TR,DIGITAL,2017-06-16,False,False,MEDIUM,69852.550000,19,2027-07-02,True,True,CONTROLLED_SYNTHETIC
C001071,Synthetic Customer 001071,INDIVIDUAL,MASS,GB,BRANCH,2021-01-31,False,False,MEDIUM,439764.960000,24,2027-02-10,True,True,CONTROLLED_SYNTHETIC
