account_id,customer_id,account_type,currency,opened_date,status,dormant_flag,dormant_since,data_class
A0000536,C000891,CURRENT,TRY,2018-06-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000537,C000252,PAYMENT,USD,2017-03-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000538,C000141,PAYMENT,TRY,2025-07-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000539,C000547,BUSINESS,USD,2019-07-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000540,C001293,SAVINGS,USD,2018-06-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000541,C001035,SAVINGS,TRY,2024-09-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000542,C000178,SAVINGS,TRY,2023-08-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000543,C001674,SAVINGS,TRY,2015-02-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000544,C000754,CURRENT,TRY,2023-04-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000545,C000447,SAVINGS,TRY,2016-12-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000546,C000205,CURRENT,TRY,2019-01-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000547,C000946,CURRENT,USD,2014-12-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000548,C000908,PAYMENT,USD,2015-05-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000549,C000126,CURRENT,TRY,2017-10-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000550,C001572,BUSINESS,TRY,2016-02-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000551,C000400,CURRENT,TRY,2025-06-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000552,C000718,CURRENT,TRY,2019-07-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000553,C000045,SAVINGS,TRY,2015-05-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000554,C001156,BUSINESS,TRY,2018-02-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000555,C000960,PAYMENT,TRY,2017-09-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000556,C001339,SAVINGS,TRY,2021-06-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000557,C001118,BUSINESS,TRY,2022-05-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000558,C001716,BUSINESS,TRY,2025-01-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000559,C000707,PAYMENT,USD,2019-07-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000560,C001331,CURRENT,TRY,2019-09-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000561,C001335,CURRENT,TRY,2025-08-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000562,C001687,SAVINGS,TRY,2024-01-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000563,C000539,CURRENT,TRY,2022-07-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000564,C001035,CURRENT,TRY,2020-06-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000565,C001556,BUSINESS,TRY,2024-03-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000566,C001266,SAVINGS,TRY,2023-06-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000567,C000363,PAYMENT,TRY,2022-06-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000568,C000902,CURRENT,TRY,2024-08-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000569,C001241,SAVINGS,TRY,2019-11-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000570,C000733,BUSINESS,TRY,2025-07-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000571,C001564,BUSINESS,TRY,2023-03-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000572,C000257,CURRENT,TRY,2021-06-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000573,C001273,SAVINGS,TRY,2025-12-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000574,C001011,CURRENT,TRY,2016-06-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000575,C000582,CURRENT,TRY,2025-07-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000576,C000158,CURRENT,EUR,2016-01-21,OPEN,True,1724716800000000000,CONTROLLED_SYNTHETIC
A0000577,C000851,PAYMENT,USD,2020-01-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000578,C001578,CURRENT,TRY,2024-05-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000579,C000869,CURRENT,TRY,2022-04-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000580,C000251,SAVINGS,TRY,2020-12-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000581,C000580,CURRENT,TRY,2023-06-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000582,C000973,CURRENT,TRY,2015-10-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000583,C001157,PAYMENT,TRY,2026-01-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000584,C001166,BUSINESS,TRY,2022-02-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000585,C001799,SAVINGS,USD,2025-02-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000586,C000137,PAYMENT,TRY,2025-12-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000587,C001044,BUSINESS,USD,2020-08-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000588,C001749,BUSINESS,TRY,2021-09-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000589,C000006,PAYMENT,TRY,2017-01-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000590,C001608,BUSINESS,TRY,2015-12-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000591,C000354,CURRENT,USD,2020-12-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000592,C000024,SAVINGS,TRY,2024-12-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000593,C000937,SAVINGS,TRY,2019-09-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000594,C000197,CURRENT,TRY,2026-01-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000595,C001491,CURRENT,TRY,2026-01-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000596,C000571,CURRENT,TRY,2020-05-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000597,C000638,CURRENT,TRY,2023-01-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000598,C000223,CURRENT,TRY,2016-01-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000599,C001185,SAVINGS,TRY,2021-09-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000600,C000399,PAYMENT,TRY,2019-12-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000601,C000347,BUSINESS,TRY,2018-06-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000602,C001735,CURRENT,TRY,2018-11-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000603,C000923,CURRENT,TRY,2018-08-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000604,C000393,PAYMENT,USD,2024-06-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000605,C001058,CURRENT,TRY,2017-02-08,OPEN,True,1712793600000000000,CONTROLLED_SYNTHETIC
A0000606,C000480,SAVINGS,TRY,2020-07-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000607,C001031,SAVINGS,TRY,2017-05-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000608,C001696,CURRENT,TRY,2024-10-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000609,C000626,BUSINESS,TRY,2015-12-29,OPEN,True,1743724800000000000,CONTROLLED_SYNTHETIC
A0000610,C000852,PAYMENT,TRY,2022-07-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000611,C001251,PAYMENT,TRY,2023-03-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000612,C000634,CURRENT,TRY,2014-12-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000613,C001579,CURRENT,TRY,2016-12-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000614,C000183,SAVINGS,USD,2022-09-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000615,C000445,SAVINGS,TRY,2016-01-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000616,C001224,SAVINGS,TRY,2022-07-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000617,C000430,PAYMENT,TRY,2023-07-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000618,C000413,CURRENT,TRY,2018-12-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000619,C000889,SAVINGS,TRY,2021-08-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000620,C000265,CURRENT,TRY,2018-11-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000621,C001133,SAVINGS,TRY,2014-12-17,OPEN,True,2025-06-26 00:00:00,CONTROLLED_SYNTHETIC
A0000622,C000323,SAVINGS,TRY,2025-12-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000623,C000552,PAYMENT,TRY,2024-08-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000624,C000067,BUSINESS,TRY,2017-06-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000625,C000663,CURRENT,TRY,2019-01-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000626,C000150,SAVINGS,TRY,2020-02-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000627,C001376,SAVINGS,USD,2020-02-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000628,C001368,PAYMENT,TRY,2026-01-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000629,C000773,PAYMENT,TRY,2023-09-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000630,C001087,CURRENT,TRY,2016-03-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000631,C001637,SAVINGS,TRY,2019-06-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000632,C000720,SAVINGS,TRY,2016-10-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000633,C000082,SAVINGS,EUR,2016-01-06,OPEN,True,1764979200000000000,CONTROLLED_SYNTHETIC
A0000634,C000842,BUSINESS,TRY,2025-11-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000635,C000043,CURRENT,USD,2016-07-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000636,C001576,CURRENT,TRY,2023-06-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000637,C000737,SAVINGS,TRY,2025-03-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000638,C001318,CURRENT,TRY,2016-07-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000639,C000438,PAYMENT,TRY,2024-04-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000640,C000874,CURRENT,USD,2018-04-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000641,C000269,SAVINGS,EUR,2022-08-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000642,C001660,SAVINGS,USD,2024-11-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000643,C000238,PAYMENT,USD,2025-01-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000644,C000951,SAVINGS,TRY,2018-06-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000645,C001254,PAYMENT,TRY,2023-08-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000646,C000661,CURRENT,TRY,2025-03-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000647,C001167,SAVINGS,TRY,2018-12-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000648,C001467,BUSINESS,TRY,2021-10-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000649,C000797,CURRENT,USD,2020-12-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000650,C001415,SAVINGS,TRY,2022-01-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000651,C001725,BUSINESS,USD,2021-10-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000652,C000380,BUSINESS,TRY,2024-08-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000653,C000540,BUSINESS,TRY,2020-12-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000654,C001577,CURRENT,TRY,2024-07-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000655,C000040,SAVINGS,TRY,2023-03-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000656,C000318,CURRENT,TRY,2018-04-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000657,C000669,PAYMENT,TRY,2017-11-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000658,C000348,SAVINGS,TRY,2023-01-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000659,C000443,PAYMENT,TRY,2017-09-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000660,C000063,SAVINGS,TRY,2019-02-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000661,C000515,PAYMENT,TRY,2019-10-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000662,C000405,PAYMENT,TRY,2023-01-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000663,C001512,CURRENT,TRY,2021-07-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000664,C000757,CURRENT,TRY,2016-11-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000665,C001214,SAVINGS,TRY,2017-10-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000666,C000235,CURRENT,TRY,2022-05-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000667,C001392,BUSINESS,TRY,2024-04-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000668,C000054,SAVINGS,TRY,2016-05-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000669,C001221,CURRENT,TRY,2023-02-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000670,C000162,CURRENT,TRY,2024-08-04,OPEN,True,1744848000000000000,CONTROLLED_SYNTHETIC
A0000671,C000651,PAYMENT,TRY,2019-07-22,OPEN,True,1749254400000000000,CONTROLLED_SYNTHETIC
A0000672,C001246,CURRENT,TRY,2019-09-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000673,C001403,CURRENT,TRY,2019-03-23,OPEN,True,1762992000000000000,CONTROLLED_SYNTHETIC
A0000674,C001748,SAVINGS,TRY,2018-01-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000675,C000792,PAYMENT,TRY,2024-10-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000676,C001480,PAYMENT,EUR,2016-12-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000677,C001170,CURRENT,TRY,2023-09-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000678,C001614,CURRENT,USD,2025-05-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000679,C000992,PAYMENT,TRY,2020-01-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000680,C000477,PAYMENT,TRY,2023-05-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000681,C001394,BUSINESS,TRY,2020-03-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000682,C000790,BUSINESS,TRY,2017-02-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000683,C000576,CURRENT,TRY,2024-07-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000684,C000600,SAVINGS,TRY,2021-04-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000685,C000037,SAVINGS,TRY,2016-08-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000686,C000029,SAVINGS,TRY,2022-11-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000687,C001537,SAVINGS,TRY,2019-01-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000688,C001533,SAVINGS,TRY,2024-06-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000689,C000933,CURRENT,TRY,2016-07-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000690,C000817,PAYMENT,EUR,2021-12-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000691,C000723,BUSINESS,TRY,2019-11-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000692,C001098,BUSINESS,TRY,2015-07-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000693,C001534,CURRENT,TRY,2025-06-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000694,C001012,CURRENT,TRY,2022-07-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000695,C000275,CURRENT,TRY,2022-01-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000696,C000637,PAYMENT,TRY,2022-03-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000697,C001628,PAYMENT,TRY,2021-02-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000698,C001775,CURRENT,TRY,2025-03-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000699,C000879,CURRENT,TRY,2024-11-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000700,C000814,SAVINGS,EUR,2019-01-15,OPEN,True,1753315200000000000,CONTROLLED_SYNTHETIC
A0000701,C001787,PAYMENT,TRY,2014-11-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000702,C001418,BUSINESS,TRY,2019-05-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000703,C000796,CURRENT,TRY,2023-08-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000704,C000767,PAYMENT,USD,2025-06-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000705,C001772,PAYMENT,TRY,2015-06-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000706,C001647,SAVINGS,TRY,2022-06-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000707,C000177,CURRENT,TRY,2023-02-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000708,C000472,CURRENT,TRY,2017-09-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000709,C001755,PAYMENT,TRY,2019-06-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000710,C001258,CURRENT,TRY,2015-03-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000711,C001221,PAYMENT,USD,2025-07-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000712,C000746,PAYMENT,TRY,2025-09-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000713,C001778,CURRENT,TRY,2025-10-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000714,C000051,PAYMENT,TRY,2020-02-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000715,C000302,PAYMENT,TRY,2015-01-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000716,C001791,CURRENT,TRY,2025-09-12,OPEN,True,1723075200000000000,CONTROLLED_SYNTHETIC
A0000717,C000682,CURRENT,TRY,2014-11-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000718,C000557,CURRENT,TRY,2019-02-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000719,C001625,CURRENT,TRY,2018-11-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000720,C000178,PAYMENT,TRY,2024-02-21,OPEN,True,1717200000000000000,CONTROLLED_SYNTHETIC
A0000721,C001107,CURRENT,TRY,2017-06-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000722,C000045,CURRENT,TRY,2015-04-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000723,C000030,CURRENT,TRY,2023-05-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000724,C000589,PAYMENT,TRY,2022-11-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000725,C000666,CURRENT,TRY,2019-09-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000726,C001657,SAVINGS,TRY,2016-03-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000727,C000702,PAYMENT,TRY,2021-04-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000728,C001114,CURRENT,TRY,2023-05-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000729,C001201,SAVINGS,TRY,2015-09-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000730,C000201,PAYMENT,USD,2018-11-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000731,C001508,SAVINGS,TRY,2019-01-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000732,C001174,CURRENT,TRY,2017-04-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000733,C001171,CURRENT,EUR,2015-04-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000734,C000125,BUSINESS,TRY,2019-03-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000735,C000200,SAVINGS,TRY,2025-01-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000736,C000737,SAVINGS,TRY,2019-08-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000737,C001122,PAYMENT,USD,2025-07-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000738,C000581,BUSINESS,USD,2024-01-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000739,C001640,CURRENT,TRY,2018-03-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000740,C000595,PAYMENT,TRY,2022-07-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000741,C000897,CURRENT,USD,2023-12-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000742,C001282,CURRENT,TRY,2023-05-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000743,C000169,SAVINGS,TRY,2018-09-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000744,C001500,SAVINGS,TRY,2020-10-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000745,C001472,PAYMENT,TRY,2025-10-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000746,C000691,CURRENT,TRY,2023-12-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000747,C001599,BUSINESS,TRY,2024-07-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000748,C000026,SAVINGS,TRY,2021-03-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000749,C000836,SAVINGS,TRY,2025-09-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000750,C001501,CURRENT,TRY,2019-11-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000751,C000610,CURRENT,TRY,2023-05-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000752,C001798,CURRENT,TRY,2020-05-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000753,C000146,SAVINGS,TRY,2019-04-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000754,C001460,PAYMENT,USD,2026-02-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000755,C001216,CURRENT,TRY,2019-07-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000756,C001553,CURRENT,TRY,2016-10-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000757,C000505,CURRENT,TRY,2016-03-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000758,C001416,PAYMENT,TRY,2021-12-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000759,C000340,CURRENT,TRY,2018-10-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000760,C001261,CURRENT,TRY,2020-09-16,OPEN,True,1715731200000000000,CONTROLLED_SYNTHETIC
A0000761,C001112,PAYMENT,TRY,2017-11-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000762,C001049,SAVINGS,TRY,2019-07-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000763,C000479,CURRENT,USD,2015-05-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000764,C000094,CURRENT,TRY,2021-06-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000765,C001659,CURRENT,TRY,2021-05-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000766,C001463,CURRENT,TRY,2020-11-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000767,C000941,SAVINGS,TRY,2020-05-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000768,C000967,SAVINGS,TRY,2018-12-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000769,C001720,SAVINGS,TRY,2015-12-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000770,C001292,PAYMENT,USD,2017-08-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000771,C000980,CURRENT,TRY,2015-04-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000772,C000787,CURRENT,USD,2015-03-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000773,C000910,PAYMENT,TRY,2022-04-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000774,C001345,CURRENT,TRY,2026-02-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000775,C000667,PAYMENT,USD,2022-04-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000776,C001649,BUSINESS,TRY,2025-04-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000777,C001761,SAVINGS,TRY,2019-12-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000778,C000659,SAVINGS,TRY,2020-12-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000779,C000937,CURRENT,TRY,2015-01-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000780,C001723,PAYMENT,TRY,2019-09-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000781,C000168,CURRENT,TRY,2019-04-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000782,C001739,SAVINGS,TRY,2018-08-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000783,C001249,BUSINESS,USD,2019-07-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000784,C000021,CURRENT,TRY,2016-04-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000785,C001175,CURRENT,TRY,2021-09-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000786,C001700,CURRENT,TRY,2022-06-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000787,C001393,BUSINESS,TRY,2020-10-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000788,C000170,CURRENT,EUR,2023-08-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000789,C001686,SAVINGS,TRY,2016-09-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000790,C001044,CURRENT,TRY,2025-01-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000791,C000025,PAYMENT,TRY,2020-03-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000792,C001513,CURRENT,TRY,2018-01-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000793,C000614,CURRENT,TRY,2016-01-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000794,C000108,SAVINGS,TRY,2023-07-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000795,C001327,SAVINGS,TRY,2017-07-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000796,C001743,CURRENT,TRY,2016-03-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000797,C000740,PAYMENT,TRY,2016-08-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000798,C000296,CURRENT,TRY,2022-01-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000799,C000827,BUSINESS,TRY,2025-09-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000800,C000489,SAVINGS,USD,2015-04-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000801,C001528,CURRENT,TRY,2016-01-03,OPEN,True,1749081600000000000,CONTROLLED_SYNTHETIC
A0000802,C000636,CURRENT,USD,2022-12-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000803,C001103,PAYMENT,USD,2014-11-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000804,C000978,BUSINESS,TRY,2018-05-06,OPEN,False,,CONTROLLED_SYNTHETIC
