customer_id,transaction_count,total_amount_try,unique_counterparties,maximum_transaction_try,turnover_deviation,cash_ratio,high_risk_ratio,out_in_ratio,anomaly_score,anomaly_flag
C000916,22.000000,249943.440000,22.000000,60206.630000,0.308458,0.161318,0.000000,1.104938,26.330000,False
C000917,22.000000,446016.130000,21.000000,113768.010000,0.546195,0.067420,0.000000,1.561591,57.110000,False
C000918,17.000000,79570.010000,17.000000,17213.690000,0.365352,0.176639,0.000000,1.101517,27.280000,False
C000919,26.000000,41310.790000,26.000000,4275.160000,0.502023,0.074841,0.000000,1.203879,11.610000,False
C000920,17.000000,66970.110000,17.000000,16802.500000,0.319191,0.111365,0.045564,1.674965,60.720000,False
C000921,14.000000,51008.140000,14.000000,9168.720000,0.335096,0.302172,0.000000,1.532133,62.560000,False
C000922,27.000000,573364.250000,27.000000,469198.030000,2.443497,0.036952,0.000000,0.086333,94.890000,False
C000923,34.000000,593457.990000,33.000000,69487.970000,0.572238,0.140946,0.000000,0.808309,63.720000,False
C000924,28.000000,313532.270000,28.000000,31568.350000,0.452495,0.311696,0.000000,3.784251,70.670000,False
C000925,24.000000,9806.680000,24.000000,1759.750000,0.318547,0.223342,0.000000,1.278059,12.940000,False
C000926,56.000000,1272832.140000,56.000000,170116.580000,1.340696,0.090829,0.000000,0.719973,92.170000,False
C000927,22.000000,110443.280000,22.000000,13425.250000,0.398497,0.296033,0.000000,1.121350,25.220000,False
C000928,20.000000,39417.380000,20.000000,8588.750000,0.383285,0.169671,0.000000,0.924458,8.000000,False
C000929,18.000000,43751.130000,18.000000,9670.290000,0.392051,0.149524,0.000000,0.832183,21.720000,False
C000930,41.000000,76747.800000,41.000000,8778.650000,0.562954,0.134202,0.000000,1.550669,56.780000,False
C000931,46.000000,126416.790000,45.000000,9277.880000,0.781517,0.115053,0.000000,1.225541,60.780000,False
C000932,35.000000,167069.380000,35.000000,30597.230000,0.923421,0.122744,0.000000,0.731458,47.330000,False
C000933,28.000000,23107.510000,28.000000,2919.100000,0.538299,0.378962,0.000000,1.128100,53.170000,False
C000934,55.000000,244047.490000,55.000000,21761.290000,0.807918,0.060475,0.000000,1.025111,74.500000,False
C000935,28.000000,38362.710000,28.000000,4260.440000,0.344532,0.165738,0.000000,0.810440,12.330000,False
C000936,48.000000,314157.250000,47.000000,30825.570000,0.496231,0.070136,0.019153,0.731474,75.280000,False
C000937,50.000000,116900.850000,50.000000,9880.220000,0.635551,0.245659,0.035928,1.547446,81.000000,False
C000938,30.000000,170447.290000,30.000000,21714.580000,0.371725,0.234468,0.000000,0.859084,31.390000,False
C000939,19.000000,522351.790000,18.000000,63101.370000,0.398130,0.052668,0.000000,0.711406,56.720000,False
C000940,22.000000,37360.890000,21.000000,5112.390000,0.168106,0.189687,0.000000,0.437884,25.780000,False
C000941,47.000000,122234.520000,47.000000,16547.120000,0.818332,0.125486,0.000000,1.311937,62.220000,False
C000942,45.000000,1194466.650000,45.000000,525466.800000,3.127033,0.025592,0.000000,0.954072,98.000000,True
C000943,18.000000,43232.670000,18.000000,5269.050000,0.395003,0.151325,0.000000,0.828648,22.560000,False
C000944,48.000000,109572.210000,48.000000,8115.930000,1.245665,0.266090,0.000000,1.295115,79.670000,False
C000945,25.000000,48852.020000,25.000000,6502.790000,0.364283,0.238523,0.000000,0.799417,4.940000,False
C000946,38.000000,57065.650000,38.000000,7140.440000,0.553954,0.099220,0.031182,1.631865,69.170000,False
C000947,23.000000,48930.400000,23.000000,7461.480000,0.433062,0.076146,0.000000,1.566592,9.220000,False
C000948,17.000000,51285.530000,17.000000,21210.870000,0.543266,0.171564,0.066306,0.244360,73.390000,False
C000949,21.000000,110967.250000,21.000000,14496.870000,0.359623,0.040791,0.000000,1.337576,7.000000,False
C000950,23.000000,40971.280000,23.000000,6190.080000,0.304269,0.256801,0.080628,3.087861,80.000000,False
C000951,22.000000,27029.110000,22.000000,3964.310000,0.439346,0.131802,0.000000,0.961286,2.890000,False
C000952,31.000000,120342.150000,31.000000,25193.400000,0.474927,0.104952,0.000000,0.449276,25.830000,False
C000953,24.000000,1015418.860000,23.000000,122361.830000,0.480993,0.316052,0.000000,0.592825,81.610000,False
C000954,26.000000,161439.220000,25.000000,25985.090000,0.591710,0.347520,0.000000,1.249823,37.170000,False
C000955,18.000000,20895.770000,18.000000,3086.570000,0.304988,0.157975,0.000000,0.843337,23.330000,False
C000956,1.000000,218550.690000,1.000000,218550.690000,0.986172,0.000000,0.000000,0.000000,95.170000,True
C000957,24.000000,164363.120000,24.000000,53842.900000,0.483715,0.111545,0.000000,0.262257,31.000000,False
C000958,26.000000,92366.130000,26.000000,11545.390000,0.570427,0.079693,0.000000,0.740822,3.440000,False
C000959,25.000000,137518.930000,25.000000,19176.880000,0.517535,0.053686,0.000000,1.155791,10.940000,False
C000960,36.000000,823350.080000,36.000000,86526.390000,1.903385,0.526407,0.000000,0.728396,92.560000,False
C000961,42.000000,24266.850000,42.000000,3467.460000,0.563532,0.118580,0.000000,0.549653,63.560000,False
C000962,50.000000,127167.450000,49.000000,14073.890000,0.910325,0.168350,0.016754,1.885244,78.000000,False
C000963,25.000000,24857.450000,25.000000,5500.380000,0.401732,0.291407,0.000000,0.421796,35.280000,False
C000964,32.000000,574861.990000,32.000000,51590.880000,0.675058,0.151663,0.000000,0.951274,61.220000,False
C000965,23.000000,180944.870000,23.000000,127771.410000,1.277434,0.012961,0.000000,4.824101,83.170000,False
C000966,26.000000,103781.220000,26.000000,12505.950000,0.474488,0.316074,0.000000,1.061408,29.780000,False
C000967,38.000000,135194.060000,38.000000,26526.000000,0.754811,0.042665,0.011195,0.554060,65.940000,False
C000968,23.000000,10117.810000,23.000000,2344.230000,0.421575,0.356668,0.000000,0.863200,39.830000,False
C000969,34.000000,65157.980000,34.000000,5297.280000,0.619982,0.223866,0.028717,0.652918,60.170000,False
C000970,23.000000,68038.530000,23.000000,13981.070000,0.391516,0.112794,0.000000,0.892984,0.440000,False
C000971,15.000000,48659.650000,15.000000,11820.490000,0.336162,0.152553,0.037206,0.713563,66.390000,False
C000972,21.000000,22326.580000,21.000000,3978.920000,0.360887,0.215918,0.000000,0.712065,7.500000,False
C000973,47.000000,306019.310000,47.000000,48814.040000,6.151514,0.921975,0.000000,0.045114,98.170000,True
C000974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000975,24.000000,21744.380000,24.000000,2651.640000,0.338159,0.179141,0.000000,2.357557,23.780000,False
C000976,46.000000,257073.240000,46.000000,47785.770000,1.051657,0.179418,0.000000,0.293305,76.830000,False
C000977,21.000000,241250.120000,21.000000,38542.970000,0.476640,0.171887,0.000000,0.620214,12.280000,False
C000978,58.000000,189214.940000,58.000000,20044.130000,0.938476,0.194137,0.004432,0.877174,81.890000,False
C000979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000980,19.000000,47439.030000,19.000000,7373.580000,0.438415,0.183803,0.000000,0.887425,12.170000,False
C000981,15.000000,27801.780000,15.000000,7299.320000,0.269239,0.175967,0.082473,2.736281,82.720000,False
C000982,19.000000,117143.750000,19.000000,31053.820000,0.544999,0.128247,0.000000,0.547316,20.610000,False
C000983,28.000000,109399.960000,28.000000,29109.400000,0.681020,0.213830,0.000000,0.741713,18.830000,False
C000984,28.000000,109399.990000,28.000000,11908.800000,0.613529,0.161726,0.000000,0.570271,10.440000,False
C000985,23.000000,94531.380000,23.000000,16333.870000,0.288796,0.046370,0.000000,0.967516,11.390000,False
C000986,55.000000,2449768.890000,55.000000,259442.280000,0.825422,0.186478,0.000000,0.892847,96.940000,True
C000987,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000988,33.000000,183912.310000,33.000000,18494.270000,0.347001,0.091981,0.000000,1.303461,37.940000,False
C000989,21.000000,25023.340000,21.000000,4301.430000,0.254263,0.148845,0.000000,1.108591,12.610000,False
C000990,30.000000,118852.200000,30.000000,11672.400000,0.374186,0.074096,0.000000,0.793625,25.890000,False
C000991,42.000000,360117.600000,42.000000,27549.190000,0.472498,0.180385,0.000000,1.948658,67.780000,False
C000992,24.000000,33449.690000,24.000000,4338.750000,0.339118,0.055555,0.000000,1.461973,9.440000,False
C000993,27.000000,78338.570000,27.000000,8079.370000,0.558980,0.091707,0.000000,1.931713,22.720000,False
C000994,20.000000,794697.310000,20.000000,220344.450000,0.267241,0.313077,0.000000,0.680977,88.610000,False
C000995,26.000000,23391.880000,26.000000,3884.080000,0.322096,0.011765,0.039405,1.251137,62.440000,False
C000996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000997,22.000000,51418.600000,22.000000,8136.550000,0.261567,0.099076,0.000000,1.582904,9.610000,False
C000998,45.000000,188768.740000,45.000000,16432.350000,0.577263,0.065824,0.019050,1.929459,76.000000,False
C000999,27.000000,166998.440000,27.000000,24481.160000,0.558442,0.246085,0.000000,0.189668,25.670000,False
C001000,18.000000,22611.740000,18.000000,2771.710000,0.337149,0.150983,0.000000,0.951979,23.670000,False
C001001,52.000000,347898.420000,52.000000,47367.680000,0.930380,0.190708,0.000000,1.023955,74.830000,False
C001002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001003,24.000000,198544.930000,24.000000,24791.640000,0.450857,0.106043,0.000000,0.856882,2.720000,False
C001004,21.000000,31694.110000,21.000000,3615.140000,0.366724,0.121494,0.000000,1.275222,3.330000,False
C001005,21.000000,58113.200000,21.000000,10125.550000,0.494635,0.041733,0.015408,0.651901,37.440000,False
C001006,34.000000,189274.410000,33.000000,23653.030000,0.492520,0.191443,0.000000,0.745163,34.000000,False
C001007,15.000000,59088.230000,15.000000,8484.210000,0.317898,0.131760,0.000000,0.741094,40.440000,False
C001008,35.000000,696651.800000,35.000000,241368.360000,2.853862,0.058454,0.000000,0.721119,91.330000,False
C001009,60.000000,153798.490000,60.000000,12194.000000,1.391389,0.079893,0.000000,1.974211,89.500000,False
C001010,38.000000,121777.640000,37.000000,17055.470000,0.892073,0.151135,0.029154,0.336090,69.560000,False
C001011,17.000000,96771.710000,17.000000,14221.880000,0.301337,0.315188,0.106290,1.552701,82.780000,False
C001012,24.000000,471948.920000,24.000000,54783.270000,0.526152,0.170132,0.000000,1.904778,47.940000,False
C001013,20.000000,260961.640000,20.000000,35422.850000,0.374654,0.183969,0.000000,1.794850,26.440000,False
C001014,22.000000,309161.270000,22.000000,59375.800000,0.461879,0.449211,0.000000,2.997065,76.440000,False
C001015,23.000000,360034.150000,23.000000,73023.490000,0.382798,0.231952,0.000000,1.766004,44.780000,False
C001016,30.000000,178835.460000,30.000000,150840.470000,1.917321,0.003809,0.001167,8.623989,92.610000,False
C001017,26.000000,454996.110000,26.000000,128133.830000,2.068555,0.017418,0.793864,0.484037,97.560000,True
C001018,27.000000,11690.890000,27.000000,1043.680000,0.487120,0.155604,0.000000,0.837338,16.720000,False
C001019,41.000000,102871.180000,41.000000,12685.930000,0.593519,0.201861,0.000000,1.629752,56.560000,False
C001020,22.000000,80206.710000,22.000000,11873.870000,0.415404,0.057555,0.000000,0.706818,4.060000,False
C001021,26.000000,73742.520000,26.000000,8504.460000,0.329525,0.141510,0.000000,1.559381,2.830000,False
C001022,37.000000,347503.180000,37.000000,34932.500000,0.468965,0.109563,0.020389,1.357255,62.500000,False
C001023,18.000000,526380.130000,18.000000,147444.270000,0.253626,0.402431,0.000000,0.460568,81.720000,False
C001024,21.000000,14222.950000,21.000000,2459.640000,0.291903,0.277424,0.000000,0.373519,34.610000,False
C001025,15.000000,24728.970000,14.000000,4632.770000,0.335551,0.280112,0.000000,0.737108,56.280000,False
C001026,3.000000,327017.230000,3.000000,138219.070000,0.967423,0.000000,1.000000,0.732100,99.170000,True
C001027,48.000000,1460505.230000,48.000000,218161.960000,1.685525,0.207660,0.006036,0.729203,94.940000,False
C001028,19.000000,449480.240000,19.000000,77015.860000,0.648319,0.177771,0.000000,1.448391,54.890000,False
C001029,19.000000,389764.520000,19.000000,51752.610000,0.265587,0.117527,0.000000,1.973382,52.110000,False
C001030,14.000000,64691.120000,14.000000,22121.750000,0.320115,0.140175,0.000000,0.151150,57.000000,False
C001031,23.000000,126729.250000,23.000000,17736.410000,0.337259,0.319000,0.000000,1.486395,27.720000,False
C001032,28.000000,35165.420000,28.000000,3423.980000,0.551482,0.092322,0.000000,0.853202,17.110000,False
C001033,20.000000,60897.210000,20.000000,8400.020000,0.239501,0.344130,0.000000,1.277512,43.170000,False
C001034,34.000000,33900.210000,34.000000,4542.540000,0.515604,0.080698,0.000000,1.182545,39.390000,False
C001035,41.000000,38864.480000,41.000000,3397.910000,0.946941,0.205853,0.000000,1.788291,65.670000,False
C001036,21.000000,399147.060000,21.000000,65158.970000,0.350155,0.149951,0.000000,1.763796,42.390000,False
C001037,67.000000,115113.820000,66.000000,7692.070000,1.971880,0.114460,0.020319,1.383582,94.170000,False
C001038,54.000000,654768.370000,53.000000,166336.270000,1.194284,0.303425,0.000000,2.177990,92.330000,False
C001039,22.000000,83939.160000,22.000000,15903.730000,0.471112,0.229352,0.000000,0.548040,8.560000,False
C001040,25.000000,118275.530000,25.000000,10844.250000,0.491103,0.109328,0.000000,2.581993,23.500000,False
C001041,18.000000,219410.960000,18.000000,27178.050000,0.407467,0.416964,0.000000,2.158896,69.330000,False
C001042,17.000000,39592.250000,17.000000,9926.800000,0.280217,0.369576,0.000000,2.407608,61.330000,False
C001043,19.000000,413811.760000,19.000000,133821.280000,1.137880,0.014157,0.821779,0.692330,96.830000,True
C001044,62.000000,1791453.640000,62.000000,126578.420000,0.907239,0.229655,0.036087,0.779763,97.110000,True
C001045,23.000000,171833.110000,23.000000,42136.970000,0.407831,0.129749,0.000000,1.615355,14.000000,False
C001046,44.000000,496831.860000,44.000000,44496.230000,0.945674,0.109360,0.000000,1.699057,72.780000,False
C001047,23.000000,6698.060000,23.000000,582.420000,0.279086,0.188114,0.000000,1.030287,16.280000,False
C001048,14.000000,22760.080000,14.000000,3338.250000,0.175750,0.092178,0.000000,1.164720,54.060000,False
C001049,30.000000,373510.660000,30.000000,49465.820000,0.548877,0.160956,0.000000,1.929510,46.670000,False
C001050,20.000000,37451.230000,20.000000,15165.230000,0.183450,0.113472,0.000000,6.492674,76.560000,False
C001051,18.000000,81341.820000,18.000000,33880.160000,0.455618,0.480594,0.000000,5.500632,83.280000,False
C001052,22.000000,221629.440000,22.000000,28568.010000,0.300935,0.165350,0.000000,2.810790,39.330000,False
C001053,18.000000,546367.670000,18.000000,58250.060000,0.260596,0.172341,0.000000,0.668442,61.390000,False
C001054,13.000000,25203.080000,13.000000,9432.800000,0.280199,0.635177,0.000000,1.254474,83.060000,False
C001055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001056,20.000000,74609.900000,20.000000,23426.520000,0.374252,0.107792,0.000000,0.703957,7.670000,False
C001057,14.000000,290408.140000,14.000000,69701.600000,0.237322,0.084491,0.000000,2.694394,75.610000,False
C001058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001059,24.000000,321140.260000,24.000000,38603.020000,0.461398,0.197844,0.000000,1.688388,22.220000,False
C001060,37.000000,316627.520000,37.000000,27297.840000,0.618292,0.177975,0.000000,1.195318,49.390000,False
C001061,21.000000,10947.090000,21.000000,1538.260000,0.327025,0.187827,0.000000,0.895085,6.170000,False
C001062,18.000000,49640.660000,18.000000,9956.520000,0.493235,0.342886,0.000000,0.414549,52.560000,False
C001063,24.000000,36423.920000,24.000000,4533.290000,0.427046,0.125721,0.000000,1.954993,14.940000,False
C001064,18.000000,30543.440000,18.000000,7379.680000,0.353092,0.241613,0.000000,3.107327,51.060000,False
C001065,26.000000,136581.740000,26.000000,17339.880000,0.359840,0.103814,0.000000,0.393593,1.220000,False
C001066,27.000000,403580.420000,27.000000,60647.880000,0.446831,0.090013,0.000000,0.703439,35.890000,False
C001067,41.000000,601263.740000,41.000000,84114.330000,0.796980,0.216559,0.000000,0.837995,73.110000,False
C001068,14.000000,426977.320000,14.000000,69833.840000,0.233981,0.243680,0.000000,1.833142,73.940000,False
C001069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001070,19.000000,86987.430000,19.000000,13140.400000,0.415100,0.067493,0.000000,0.632331,13.390000,False
C001071,17.000000,436599.980000,17.000000,124547.710000,0.330934,0.132667,0.000000,0.438724,66.500000,False
C001072,22.000000,17217.280000,22.000000,1564.860000,0.307948,0.035093,0.000000,0.787115,13.000000,False
C001073,28.000000,303243.400000,28.000000,34271.290000,0.388151,0.297557,0.000000,0.857610,47.110000,False
C001074,30.000000,16051.730000,30.000000,2464.820000,0.511279,0.023871,0.016428,0.720030,58.170000,False
C001075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001076,22.000000,363763.270000,22.000000,56400.490000,0.254997,0.190127,0.051294,1.441392,68.610000,False
C001077,21.000000,193067.380000,21.000000,65528.850000,0.412863,0.061401,0.000000,0.807771,34.170000,False
C001078,18.000000,217173.950000,18.000000,53444.040000,0.292658,0.326588,0.000000,0.800393,58.610000,False
C001079,22.000000,32478.600000,22.000000,4462.050000,0.418987,0.150582,0.000000,0.554867,4.720000,False
C001080,19.000000,4813.410000,19.000000,668.560000,0.193472,0.108358,0.000000,0.541258,27.170000,False
C001081,26.000000,372735.370000,26.000000,59134.790000,0.562871,0.295733,0.000000,1.239040,50.560000,False
C001082,25.000000,36820.900000,25.000000,5756.490000,0.404208,0.137165,0.000000,0.927338,1.670000,False
C001083,48.000000,458031.920000,48.000000,30572.940000,0.955482,0.149274,0.000000,0.428829,77.000000,False
C001084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001085,22.000000,144850.610000,22.000000,33962.900000,0.600157,0.282778,0.000000,0.267687,32.610000,False
C001086,22.000000,46815.330000,22.000000,8447.180000,0.399876,0.206739,0.000000,0.309698,9.060000,False
C001087,29.000000,181272.060000,29.000000,21594.660000,0.450769,0.258825,0.047485,2.222935,68.170000,False
C001088,22.000000,20513.400000,22.000000,7041.290000,0.454571,0.068351,0.044579,1.317207,50.060000,False
C001089,16.000000,53101.580000,16.000000,7091.150000,0.317171,0.015028,0.000000,1.038877,45.890000,False
C001090,32.000000,32590.920000,32.000000,3728.430000,0.596359,0.211101,0.039121,0.940422,61.610000,False
C001091,16.000000,220751.910000,16.000000,39669.540000,0.277201,0.066667,0.000000,1.441818,45.670000,False
C001092,27.000000,112503.020000,27.000000,14580.560000,0.391824,0.021635,0.015225,0.516160,48.720000,False
C001093,22.000000,27266.190000,22.000000,10967.660000,0.383506,0.000000,0.000000,5.351092,71.280000,False
C001094,41.000000,58348.120000,41.000000,3675.910000,0.377684,0.272281,0.040530,1.033213,78.830000,False
C001095,41.000000,325785.240000,41.000000,39730.830000,0.589191,0.074350,0.000000,1.128299,61.110000,False
C001096,21.000000,17394.470000,21.000000,2604.320000,0.227528,0.000000,0.000000,0.500491,40.940000,False
C001097,22.000000,53032.950000,22.000000,7493.660000,0.236548,0.227568,0.000000,0.640130,14.670000,False
C001098,25.000000,98687.580000,25.000000,11454.210000,0.290848,0.223998,0.000000,1.308344,5.830000,False
C001099,22.000000,109254.330000,22.000000,26987.580000,0.657185,0.141776,0.014032,0.404456,31.610000,False
C001100,23.000000,24735.190000,23.000000,3383.880000,0.419149,0.082648,0.000000,1.331628,11.330000,False
C001101,50.000000,427752.350000,50.000000,28475.490000,1.041247,0.180529,0.000000,1.299348,75.830000,False
C001102,15.000000,33784.650000,15.000000,7186.190000,0.211988,0.110527,0.000000,0.486217,41.330000,False
C001103,45.000000,506436.570000,45.000000,49464.220000,0.829070,0.239260,0.000000,1.220988,73.220000,False
C001104,25.000000,143748.930000,25.000000,29182.730000,0.393964,0.324895,0.000000,0.732794,33.610000,False
C001105,24.000000,170345.760000,24.000000,141002.510000,1.762096,0.048385,0.000000,9.264019,91.060000,False
C001106,29.000000,774383.790000,29.000000,327792.730000,4.749017,0.006800,0.000000,0.852359,95.720000,True
C001107,20.000000,1109283.290000,20.000000,416001.120000,0.684898,0.155978,0.000000,0.643978,93.670000,False
C001108,51.000000,852947.500000,50.000000,80394.240000,0.816551,0.148499,0.018234,0.913912,88.110000,False
C001109,24.000000,58930.100000,23.000000,13852.190000,0.471697,0.133305,0.000000,0.679535,1.440000,False
C001110,19.000000,41379.600000,19.000000,6860.130000,0.374641,0.024730,0.000000,0.774176,26.060000,False
C001111,20.000000,552912.150000,20.000000,206515.630000,1.252661,0.018205,0.000000,1.323114,81.830000,False
C001112,17.000000,91189.640000,17.000000,16035.020000,0.228644,0.068733,0.000000,0.513990,32.890000,False
C001113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001114,34.000000,14749.280000,34.000000,1812.680000,0.517151,0.313791,0.004921,1.357377,64.780000,False
C001115,20.000000,21065.080000,20.000000,4062.150000,0.329139,0.022960,0.000000,0.548170,25.940000,False
C001116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001117,17.000000,152915.030000,17.000000,22388.390000,0.232356,0.133037,0.000000,1.450692,29.110000,False
C001118,21.000000,95204.590000,21.000000,19257.800000,0.419127,0.116692,0.000000,1.542276,3.720000,False
C001119,45.000000,114197.630000,45.000000,14156.170000,0.702265,0.022871,0.000000,0.870382,69.110000,False
C001120,24.000000,1092595.610000,24.000000,217883.730000,0.392364,0.196882,0.000000,4.126277,89.890000,False
C001121,15.000000,43362.950000,15.000000,7869.300000,0.448906,0.033692,0.000000,1.222946,47.500000,False
C001122,46.000000,118645.640000,46.000000,11668.020000,0.926153,0.188718,0.000000,0.511979,68.280000,False
C001123,25.000000,354324.870000,25.000000,67715.470000,0.441185,0.111176,0.000000,1.657439,37.000000,False
C001124,17.000000,43076.930000,17.000000,5197.780000,0.329907,0.024870,0.000000,2.568854,52.440000,False
C001125,28.000000,42932.130000,28.000000,9819.570000,0.440587,0.124981,0.021475,1.097571,38.440000,False
C001126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001127,16.000000,314804.560000,16.000000,48083.510000,0.237063,0.182948,0.000000,6.665964,82.000000,False
C001128,22.000000,95932.480000,22.000000,11612.100000,0.414386,0.069192,0.000000,1.330024,2.170000,False
C001129,19.000000,42320.260000,19.000000,5604.400000,0.215868,0.433683,0.022083,0.970345,73.330000,False
C001130,22.000000,13433.430000,22.000000,1754.880000,0.350892,0.311759,0.000000,0.705982,35.500000,False
C001131,36.000000,68273.770000,36.000000,4300.080000,0.620569,0.140970,0.000000,1.532926,42.110000,False
C001132,27.000000,182485.770000,27.000000,25733.420000,0.247686,0.102101,0.000000,2.061231,27.000000,False
C001133,23.000000,474233.750000,23.000000,419739.210000,4.210746,0.019049,0.000000,0.062431,96.220000,True
C001134,21.000000,325846.160000,21.000000,43825.450000,0.321245,0.384745,0.000000,0.420956,56.830000,False
C001135,27.000000,42903.870000,27.000000,4789.830000,0.417447,0.182258,0.000000,0.595249,12.000000,False
C001136,20.000000,107238.710000,19.000000,28595.510000,0.301191,0.214877,0.000000,1.859520,22.060000,False
C001137,24.000000,223556.380000,24.000000,26490.340000,0.384465,0.219798,0.000000,5.416327,68.780000,False
C001138,30.000000,544729.320000,29.000000,233120.270000,13.751103,0.004964,0.000000,0.790057,97.330000,True
C001139,44.000000,73198.030000,44.000000,5417.470000,0.714495,0.226892,0.000000,1.527294,64.390000,False
C001140,19.000000,221835.410000,19.000000,39046.750000,0.518394,0.198668,0.000000,1.015032,24.830000,False
C001141,22.000000,530371.970000,22.000000,82828.960000,0.375992,0.121644,0.000000,1.289075,50.500000,False
C001142,23.000000,98013.710000,23.000000,13158.670000,0.362827,0.152242,0.000000,0.351681,3.220000,False
C001143,46.000000,75858.320000,46.000000,6269.610000,0.647375,0.091289,0.000000,1.479477,64.440000,False
C001144,28.000000,653398.570000,28.000000,58186.390000,0.452574,0.202198,0.000000,2.199089,63.610000,False
C001145,26.000000,173344.890000,26.000000,33412.420000,0.416957,0.462609,0.000000,4.503765,80.110000,False
C001146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001147,22.000000,35753.540000,22.000000,6018.700000,0.277020,0.300155,0.000000,1.347686,33.720000,False
C001148,20.000000,117298.380000,20.000000,14528.080000,0.328850,0.240861,0.064744,1.651048,67.890000,False
C001149,22.000000,52447.160000,22.000000,5422.420000,0.464398,0.203164,0.000000,1.385375,7.440000,False
C001150,27.000000,108706.890000,27.000000,21017.040000,0.533223,0.220546,0.000000,1.552056,14.560000,False
C001151,51.000000,633053.820000,51.000000,389129.550000,1.830670,0.031822,0.000000,0.302239,96.110000,True
C001152,33.000000,1225886.480000,33.000000,266478.690000,0.729310,0.284692,0.000000,1.211945,92.280000,False
C001153,27.000000,73456.480000,27.000000,27572.690000,0.670982,0.056921,0.000000,0.624861,29.560000,False
C001154,23.000000,78611.300000,23.000000,9477.290000,0.363872,0.136135,0.000000,1.266846,0.390000,False
C001155,32.000000,46494.610000,32.000000,4655.800000,0.592607,0.058519,0.000000,0.639176,41.390000,False
C001156,32.000000,721784.950000,32.000000,305221.720000,4.242287,0.011937,0.000000,0.921244,95.280000,True
C001157,16.000000,308387.070000,16.000000,96867.730000,0.486872,0.131864,0.000000,2.301287,68.890000,False
C001158,47.000000,55569.320000,47.000000,5445.410000,0.809611,0.086151,0.080790,3.009521,90.670000,False
C001159,26.000000,96265.080000,26.000000,10970.270000,0.381397,0.349849,0.000000,1.141501,33.560000,False
C001160,22.000000,55758.360000,22.000000,14666.320000,0.284390,0.087687,0.000000,1.735620,15.330000,False
C001161,16.000000,21305.240000,16.000000,3576.190000,0.302079,0.063045,0.000000,0.613417,38.830000,False
C001162,48.000000,1767500.370000,48.000000,509812.750000,0.954167,0.253750,0.000000,0.560161,97.720000,True
C001163,20.000000,573368.860000,20.000000,86751.830000,0.651152,0.111764,0.000000,1.688163,63.890000,False
C001164,54.000000,513948.840000,53.000000,48863.660000,0.632393,0.113177,0.000000,1.115991,77.670000,False
C001165,28.000000,69967.380000,28.000000,10033.520000,0.553614,0.214087,0.000000,0.519701,16.170000,False
C001166,29.000000,131059.770000,29.000000,24643.110000,0.454268,0.106635,0.000000,0.494625,15.670000,False
C001167,24.000000,196603.180000,24.000000,22624.950000,0.332839,0.013760,0.000000,0.505182,31.440000,False
C001168,24.000000,131417.880000,24.000000,25486.560000,0.419649,0.068510,0.000000,0.644912,3.000000,False
C001169,30.000000,331257.500000,30.000000,47695.840000,1.925687,0.844141,0.000000,0.123119,93.390000,False
C001170,19.000000,32753.420000,19.000000,5178.180000,0.307340,0.071175,0.000000,1.060421,16.610000,False
C001171,16.000000,103964.560000,16.000000,34302.830000,0.266678,0.104519,0.000000,1.929009,42.560000,False
C001172,78.000000,100753.000000,78.000000,7485.360000,1.001255,0.238872,0.000000,1.152279,94.110000,False
C001173,31.000000,102450.610000,31.000000,10405.200000,0.701519,0.192607,0.035465,1.475978,57.830000,False
C001174,20.000000,19880.390000,20.000000,3857.860000,0.293069,0.041873,0.000000,0.802875,20.390000,False
C001175,23.000000,332027.470000,23.000000,47840.480000,0.293385,0.179208,0.000000,1.131706,22.440000,False
C001176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C001177,25.000000,220510.770000,25.000000,28987.280000,0.594811,0.047266,0.000000,0.853798,19.560000,False
