alert_id,hit_id,customer_id,account_id,scenario_id,window_start,window_end,transaction_count,amount_try,evidence_value,threshold_value,source_transaction_ids,rationale,kyc_risk_score,kyc_risk_band,kyc_overdue_flag,anomaly_score,anomaly_flag,graph_risk_score,short_cycle_member,total_degree,scenario_severity,alert_score,priority,recommended_action,alert_explanation
AL000124,H000116,C000579,A0001889,STRUCTURING,2026-06-24 06:00:00,2026-06-25 07:00:00,6,283405.940000,6.000000,5.000000,T000048037|T000048038|T000048039|T000048040|T000048041|T000048042,Repeated cash inflows clustered below an internal monitoring parameter.,9.000000,LOW,True,95.440000,True,21.860000,False,19,82.000000,66.190000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=9.0; anomaly=95.4; graph=21.9
AL000125,H000048,C001595,A0002101,DORMANT_REACTIVATION,2026-07-06 02:00:00,2026-07-06 02:00:00,1,349995.940000,349995.940000,100000.000000,T000048156,A dormant-designated account recorded material new activity.,15.000000,LOW,True,98.220000,True,42.920000,False,21,76.000000,66.040000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=15.0; anomaly=98.2; graph=42.9
AL000126,H000134,C001774,A0001643,STRUCTURING,2026-07-19 10:00:00,2026-07-20 10:00:00,5,206472.060000,5.000000,5.000000,T000048330|T000048331|T000048332|T000048333|T000048334,Repeated cash inflows clustered below an internal monitoring parameter.,12.000000,LOW,True,76.280000,False,37.250000,False,24,82.000000,65.520000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=12.0; anomaly=76.3; graph=37.2
AL000127,H000125,C001412,A0002144,STRUCTURING,2026-07-09 10:00:00,2026-07-10 10:00:00,5,219552.090000,5.000000,5.000000,T000048305|T000048306|T000048307|T000048308|T000048309,Repeated cash inflows clustered below an internal monitoring parameter.,9.000000,LOW,True,88.330000,False,24.880000,False,28,82.000000,65.490000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=9.0; anomaly=88.3; graph=24.9
AL000128,H000050,C001704,A0001285,DORMANT_REACTIVATION,2026-07-16 17:00:00,2026-07-16 17:00:00,1,406846.580000,406846.580000,100000.000000,T000048132,A dormant-designated account recorded material new activity.,9.000000,LOW,True,94.220000,False,51.090000,False,34,76.000000,65.340000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=9.0; anomaly=94.2; graph=51.1
AL000129,H000032,C000153,A0001525,DORMANT_REACTIVATION,2026-08-05 16:00:00,2026-08-05 16:00:00,1,104041.330000,104041.330000,100000.000000,T000048403,A dormant-designated account recorded material new activity.,29.000000,MEDIUM,True,100.000000,True,7.580000,False,10,76.000000,65.000000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=29.0; anomaly=100.0; graph=7.6
AL000130,H000040,C001026,A0000190,DORMANT_REACTIVATION,2026-08-12 15:00:00,2026-08-12 15:00:00,1,138219.070000,138219.070000,100000.000000,T000048272,A dormant-designated account recorded material new activity.,20.000000,LOW,True,99.170000,True,22.480000,False,16,76.000000,64.930000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=20.0; anomaly=99.2; graph=22.5
AL000131,H000037,C000756,A0000866,DORMANT_REACTIVATION,2026-08-04 17:00:00,2026-08-04 17:00:00,1,156431.850000,156431.850000,100000.000000,T000048122,A dormant-designated account recorded material new activity.,15.000000,LOW,False,74.220000,False,50.140000,False,29,76.000000,63.400000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=15.0; anomaly=74.2; graph=50.1
AL000132,H000047,C001535,A0001061,DORMANT_REACTIVATION,2026-07-22 17:00:00,2026-07-22 17:00:00,1,265444.610000,265444.610000,100000.000000,T000048129,A dormant-designated account recorded material new activity.,15.000000,LOW,False,88.940000,False,26.820000,False,26,76.000000,63.130000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=15.0; anomaly=88.9; graph=26.8
AL000133,H000031,C000097,A0000823,DORMANT_REACTIVATION,2026-07-25 17:00:00,2026-07-25 17:00:00,1,353916.200000,353916.200000,100000.000000,T000048123,A dormant-designated account recorded material new activity.,17.000000,LOW,True,94.670000,False,14.980000,False,22,76.000000,63.070000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=17.0; anomaly=94.7; graph=15.0
AL000134,H000038,C000922,A0000109,DORMANT_REACTIVATION,2026-08-13 17:00:00,2026-08-13 17:00:00,1,469198.030000,469198.030000,100000.000000,T000048126,A dormant-designated account recorded material new activity.,17.000000,LOW,True,94.890000,False,13.690000,False,20,76.000000,62.970000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=17.0; anomaly=94.9; graph=13.7
